step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_fact_left;prof_fact_right;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
723;-70.578;-71.546;27.236;-10.039;-8.016;0.128;0.128;1.187;-0.69;30.981;50.0;-50.0;70.0;10.0
724;-70.93;-71.899;27.492;-11.079;-8.055;0.185;0.185;1.272;-0.69;30.959;50.0;-50.0;70.0;10.0
725;-71.281;-72.252;27.75;-11.495;-8.095;0.244;0.244;1.355;-0.69;30.937;50.0;-50.0;70.0;10.0
726;-71.632;-72.605;28.008;-9.623;-8.134;0.303;0.303;1.435;-0.69;30.917;50.0;-50.0;70.0;10.0
727;-71.985;-72.958;28.267;-10.247;-8.173;0.362;0.362;1.512;-0.69;30.898;50.0;-50.0;70.0;10.0
728;-72.34;-73.31;28.526;-10.247;-8.212;0.423;0.423;1.586;-0.69;30.879;50.0;-50.0;70.0;10.0
729;-72.695;-73.663;28.787;-11.287;-8.252;0.484;0.484;1.658;-0.69;30.862;50.0;-50.0;70.0;10.0
730;-73.052;-74.016;29.048;-12.952;-8.291;0.544;0.544;1.726;-0.69;30.845;50.0;-50.0;70.0;10.0
731;-73.41;-74.369;29.31;-13.784;-8.33;0.605;0.605;1.789;-0.69;30.831;50.0;-50.0;70.0;10.0
732;-73.769;-74.722;29.573;-13.784;-8.37;0.665;0.665;1.848;-0.69;30.817;50.0;-50.0;70.0;10.0
733;-74.129;-75.075;29.837;-13.992;-8.409;0.725;0.725;1.902;-0.69;30.805;50.0;-50.0;70.0;10.0
734;-74.492;-75.428;30.102;-14.2;-8.448;0.786;0.786;1.952;-0.69;30.794;50.0;-50.0;70.0;10.0
735;-74.855;-75.781;30.367;-12.536;-8.487;0.848;0.848;1.997;-0.69;30.785;50.0;-50.0;70.0;10.0
736;-75.222;-76.134;30.634;-11.703;-8.527;0.91;0.91;2.037;-0.69;30.777;50.0;-50.0;70.0;10.0
737;-75.591;-76.487;30.901;-12.744;-8.566;0.973;0.973;2.073;-0.69;30.771;50.0;-50.0;70.0;10.0
738;-75.964;-76.84;31.169;-13.368;-8.605;1.037;1.037;2.104;-0.69;30.767;50.0;-50.0;70.0;10.0
739;-76.341;-77.193;31.438;-11.079;-8.645;1.1;1.1;2.129;-0.69;30.765;50.0;-50.0;70.0;10.0
740;-76.72;-77.546;31.708;-9.415;-8.684;1.164;1.164;2.15;-0.69;30.764;50.0;-50.0;70.0;10.0
741;-77.105;-77.899;31.979;-6.502;-8.723;1.226;1.226;2.165;-0.69;30.766;50.0;-50.0;70.0;10.0
742;-77.494;-78.252;32.251;-12.328;-8.762;1.288;1.288;2.176;-0.69;30.77;50.0;-50.0;70.0;10.0
743;-77.889;-78.605;32.524;-13.992;-8.802;1.349;1.349;2.182;-0.69;30.775;50.0;-50.0;70.0;10.0
744;-78.29;-78.958;32.797;-14.824;-8.841;1.408;1.408;2.183;-0.69;30.783;50.0;-50.0;70.0;10.0
745;-78.696;-79.311;33.072;-12.952;-8.88;1.465;1.465;2.18;-0.69;30.794;50.0;-50.0;70.0;10.0
746;-79.107;-79.664;33.348;-13.784;-8.919;1.521;1.521;2.171;-0.69;30.806;50.0;-50.0;70.0;10.0
747;-79.523;-80.017;33.625;-16.904;-8.959;1.576;1.576;2.158;-0.69;30.821;50.0;-50.0;70.0;10.0
748;-79.943;-80.37;33.902;-24.394;-8.998;1.629;1.629;2.14;-0.69;30.839;50.0;-50.0;70.0;10.0
749;-80.366;-80.723;34.181;-21.273;-9.037;1.68;1.68;2.116;-0.69;30.859;50.0;-50.0;70.0;10.0
750;-80.794;-81.076;34.461;-12.744;-9.077;1.73;1.73;2.086;-0.69;30.882;50.0;-50.0;70.0;10.0
751;-81.225;-81.429;34.742;-2.55;-9.116;1.779;1.779;2.052;-0.69;30.908;50.0;-50.0;70.0;10.0
752;-81.66;-81.782;35.024;-4.63;-9.155;1.827;1.827;2.013;-0.69;30.936;50.0;-50.0;70.0;10.0
753;-82.098;-82.135;35.306;-5.462;-9.194;1.873;1.873;1.97;-0.69;30.967;50.0;-50.0;70.0;10.0
754;-82.54;-82.488;35.59;-9.415;-9.234;1.918;1.918;1.923;-0.69;31.002;50.0;-50.0;70.0;10.0
755;-82.986;-82.841;35.875;-10.663;-9.273;1.962;1.962;1.873;-0.69;31.039;50.0;-50.0;70.0;10.0
756;-83.433;-83.194;36.162;-10.455;-9.312;2.003;2.003;1.82;-0.69;31.079;50.0;-50.0;70.0;10.0
757;-83.884;-83.547;36.449;-9.831;-9.352;2.044;2.044;1.764;-0.67;31.123;50.0;-50.0;70.0;10.0
758;-84.336;-83.9;36.737;-10.455;-9.391;2.083;2.083;1.707;-0.588;31.17;50.0;-50.0;70.0;10.0
759;-84.791;-84.253;37.026;-10.871;-9.43;2.121;2.121;1.648;-0.506;31.219;50.0;-50.0;70.0;10.0
760;-85.249;-84.606;37.316;-11.287;-9.469;2.158;2.158;1.588;-0.424;31.272;50.0;-50.0;70.0;10.0
761;-85.709;-84.959;37.607;-11.079;-9.509;2.195;2.195;1.528;-0.341;31.328;50.0;-50.0;70.0;10.0
762;-86.171;-85.312;37.898;-11.079;-9.548;2.231;2.231;1.468;-0.259;31.387;50.0;-50.0;70.0;10.0
763;-86.636;-85.665;38.19;-10.871;-9.587;2.268;2.268;1.408;-0.177;31.449;50.0;-50.0;70.0;10.0
764;-87.104;-86.018;38.482;-10.455;-9.627;2.306;2.306;1.35;-0.094;31.513;50.0;-50.0;70.0;10.0
765;-87.575;-86.371;38.774;-10.663;-9.666;2.345;2.345;1.292;-0.012;31.58;50.0;-50.0;70.0;10.0
766;-88.049;-86.724;39.066;-11.911;-9.705;2.386;2.386;1.236;0.07;31.65;50.0;-50.0;70.0;10.0
767;-88.527;-87.077;39.358;-8.583;-9.744;2.429;2.429;1.181;0.153;31.722;50.0;-50.0;70.0;10.0
768;-89.008;-87.43;39.649;-7.959;-9.784;2.473;2.473;1.127;0.235;31.797;50.0;-50.0;70.0;10.0
769;-89.491;-87.783;39.94;-9.415;-9.823;2.52;2.52;1.076;0.317;31.874;50.0;-50.0;70.0;10.0
770;-89.977;-88.136;40.231;-11.703;-9.862;2.567;2.567;1.026;0.4;31.953;50.0;-50.0;70.0;10.0
771;-90.467;-88.489;40.521;-12.12;-9.901;2.616;2.616;0.978;0.482;32.035;50.0;-50.0;70.0;10.0
772;-90.96;-88.842;40.81;-10.871;-9.941;2.664;2.664;0.933;0.564;32.119;50.0;-50.0;70.0;10.0
773;-91.456;-89.195;41.098;-9.415;-9.98;2.711;2.711;0.89;0.646;32.204;50.0;-50.0;70.0;10.0
774;-91.956;-89.548;41.385;-9.415;-10.019;2.757;2.757;0.85;0.729;32.292;50.0;-50.0;70.0;10.0
775;-92.459;-89.901;41.67;-11.079;-10.059;2.802;2.802;0.813;0.811;32.382;50.0;-50.0;70.0;10.0
776;-92.964;-90.254;41.955;-11.911;-10.098;2.846;2.846;0.778;0.893;32.473;50.0;-50.0;70.0;10.0
777;-93.47;-90.607;42.238;-10.455;-10.137;2.887;2.887;0.746;0.976;32.566;50.0;-50.0;70.0;10.0
778;-93.979;-90.96;42.519;-8.583;-10.176;2.927;2.927;0.716;1.058;32.661;50.0;-50.0;70.0;10.0
779;-94.488;-91.313;42.798;-8.375;-10.216;2.965;2.965;0.689;1.14;32.757;50.0;-50.0;70.0;10.0
780;-94.999;-91.666;43.076;-17.529;-10.255;3.002;3.002;0.666;1.223;32.855;50.0;-50.0;70.0;10.0
781;-95.508;-92.019;43.351;-22.521;-10.294;3.037;3.037;0.645;1.305;32.954;50.0;-50.0;70.0;10.0
782;-96.016;-92.372;43.624;-17.529;-10.334;3.072;3.072;0.627;1.387;33.055;50.0;-50.0;70.0;10.0
783;-96.523;-92.725;43.895;-8.375;-10.373;3.107;3.107;0.611;1.47;33.157;50.0;-50.0;70.0;10.0
784;-97.03;-93.078;44.164;-2.966;-10.412;3.141;3.141;0.6;1.552;33.26;50.0;-50.0;70.0;10.0
785;-97.535;-93.431;44.43;-4.838;-10.451;3.178;3.178;0.593;1.634;33.364;50.0;-50.0;70.0;10.0
786;-98.037;-93.784;44.693;-6.086;-10.491;3.217;3.217;0.591;1.716;33.47;50.0;-50.0;70.0;10.0
787;-98.539;-94.137;44.953;-8.375;-10.53;3.256;3.256;0.594;1.799;33.576;50.0;-50.0;70.0;10.0
788;-99.039;-94.49;45.21;-8.999;-10.569;3.297;3.297;0.601;1.881;33.683;50.0;-50.0;70.0;10.0
789;-99.536;-94.843;45.464;-7.543;-10.608;3.339;3.339;0.615;1.963;33.791;50.0;-50.0;70.0;10.0
790;-100.032;-95.196;45.715;-7.751;-10.648;3.381;3.381;0.634;2.046;33.899;50.0;-50.0;70.0;10.0
791;-100.524;-95.549;45.963;-8.167;-10.687;3.423;3.423;0.657;2.128;34.009;50.0;-50.0;70.0;10.0
792;-101.014;-95.902;46.207;-8.999;-10.726;3.465;3.465;0.686;2.21;34.119;50.0;-50.0;70.0;10.0
793;-101.501;-96.255;46.447;-9.207;-10.766;3.506;3.506;0.72;2.293;34.229;50.0;-50.0;70.0;10.0
794;-101.985;-96.608;46.683;-8.791;-10.805;3.547;3.547;0.76;2.375;34.34;50.0;-50.0;70.0;10.0
795;-102.465;-96.961;46.916;-14.2;-10.844;3.588;3.588;0.805;2.457;34.451;50.0;-50.0;70.0;10.0
796;-102.941;-97.314;47.144;-16.904;-10.883;3.629;3.629;0.855;2.539;34.562;50.0;-50.0;70.0;10.0
797;-103.411;-97.667;47.368;-20.649;-10.923;3.67;3.67;0.91;2.622;34.674;50.0;-50.0;70.0;10.0
798;-103.874;-98.02;47.588;-16.28;-10.962;3.712;3.712;0.97;2.704;34.785;50.0;-50.0;70.0;10.0
799;-104.331;-98.373;47.803;-5.67;-11.001;3.756;3.756;1.035;2.786;34.897;50.0;-50.0;70.0;10.0
800;-104.783;-98.726;48.014;-0.885;-11.041;3.801;3.801;1.106;2.869;35.009;50.0;-50.0;70.0;10.0
801;-105.228;-99.079;48.219;-1.926;-11.08;3.848;3.848;1.183;2.951;35.12;50.0;-50.0;70.0;10.0
802;-105.669;-99.432;48.42;-2.238;-11.119;3.897;3.897;1.266;3.033;35.231;50.0;-50.0;70.0;10.0
803;-106.103;-99.785;48.616;-6.294;-11.158;3.95;3.95;1.357;3.116;35.342;50.0;-50.0;70.0;10.0
804;-106.532;-100.138;48.807;-7.959;-11.198;4.005;4.005;1.454;3.198;35.453;50.0;-50.0;70.0;10.0
805;-106.956;-100.491;48.992;-8.375;-11.237;4.063;4.063;1.557;3.28;35.563;50.0;-50.0;70.0;10.0
806;-107.374;-100.844;49.172;-8.167;-11.276;4.123;4.123;1.665;3.363;35.673;50.0;-50.0;70.0;10.0
807;-107.787;-101.197;49.346;-8.167;-11.316;4.184;4.184;1.777;3.445;35.782;50.0;-50.0;70.0;10.0
808;-108.194;-101.55;49.515;-7.335;-11.355;4.248;4.248;1.893;3.527;35.89;50.0;-50.0;70.0;10.0
809;-108.595;-101.903;49.678;-6.919;-11.394;4.312;4.312;2.013;3.609;35.998;50.0;-50.0;70.0;10.0
810;-108.992;-102.256;49.834;-8.791;-11.433;4.379;4.379;2.135;3.692;36.105;50.0;-50.0;70.0;10.0
811;-109.384;-102.609;49.985;-11.079;-11.473;4.447;4.447;2.26;3.759;36.211;50.0;-50.0;70.0;10.0
812;-109.771;-102.962;50.129;-11.079;-11.512;4.516;4.516;2.386;3.759;36.316;50.0;-50.0;70.0;10.0
813;-110.153;-103.315;50.268;-10.455;-11.551;4.586;4.586;2.514;3.759;36.42;50.0;-50.0;70.0;10.0
814;-110.531;-103.668;50.4;-9.623;-11.59;4.657;4.657;2.642;3.759;36.523;50.0;-50.0;70.0;10.0
815;-110.904;-104.021;50.526;-14.824;-11.63;4.729;4.729;2.771;3.759;36.626;50.0;-50.0;70.0;10.0
816;-111.272;-104.374;50.645;-19.609;-11.669;4.801;4.801;2.899;3.759;36.728;50.0;-50.0;70.0;10.0
817;-111.637;-104.727;50.759;-16.696;-11.708;4.873;4.873;3.027;3.759;36.829;50.0;-50.0;70.0;10.0
818;-111.997;-105.08;50.867;-8.791;-11.748;4.944;4.944;3.154;3.759;36.93;50.0;-50.0;70.0;10.0
819;-112.354;-105.433;50.969;-4.63;-11.787;5.014;5.014;3.28;3.759;37.031;50.0;-50.0;70.0;10.0
820;-112.707;-105.786;51.065;-5.046;-11.826;5.082;5.082;3.405;3.759;37.131;50.0;-50.0;70.0;10.0
821;-113.056;-106.139;51.155;-7.127;-11.865;5.149;5.149;3.527;3.759;37.231;50.0;-50.0;70.0;10.0
822;-113.403;-106.492;51.24;-7.959;-11.905;5.214;5.214;3.647;3.759;37.331;50.0;-50.0;70.0;10.0
823;-113.747;-106.845;51.318;-8.583;-11.944;5.277;5.277;3.762;3.759;37.431;50.0;-50.0;70.0;10.0
824;-114.088;-107.198;51.391;-7.959;-11.983;5.337;5.337;3.874;3.759;37.53;50.0;-50.0;70.0;10.0
825;-114.427;-107.551;51.459;-6.502;-12.023;5.393;5.393;3.982;3.759;37.63;50.0;-50.0;70.0;10.0
826;-114.764;-107.904;51.52;-6.71;-12.062;5.448;5.448;4.086;3.759;37.73;50.0;-50.0;70.0;10.0
827;-115.097;-108.257;51.576;-7.751;-12.101;5.5;5.5;4.186;3.759;37.831;50.0;-50.0;70.0;10.0
828;-115.428;-108.61;51.627;-8.999;-12.14;5.552;5.552;4.281;3.759;37.932;50.0;-50.0;70.0;10.0
829;-115.756;-108.963;51.672;-9.207;-12.18;5.603;5.603;4.374;3.759;38.033;50.0;-50.0;70.0;10.0
830;-116.082;-109.316;51.711;-9.831;-12.219;5.653;5.653;4.463;3.759;38.134;50.0;-50.0;70.0;10.0
831;-116.405;-109.669;51.745;-9.831;-12.258;5.703;5.703;4.549;3.759;38.237;50.0;-50.0;70.0;10.0
832;-116.726;-110.022;51.774;-9.415;-12.297;5.753;5.753;4.632;3.759;38.34;50.0;-50.0;70.0;10.0
833;-117.044;-110.375;51.797;-9.207;-12.337;5.803;5.803;4.713;3.759;38.443;50.0;-50.0;70.0;10.0
834;-117.36;-110.728;51.815;-9.415;-12.376;5.852;5.852;4.791;3.759;38.548;50.0;-50.0;70.0;10.0
835;-117.675;-111.081;51.828;-10.039;-12.415;5.901;5.901;4.866;3.759;38.653;50.0;-50.0;70.0;10.0
836;-117.987;-111.434;51.836;-12.12;-12.455;5.95;5.95;4.939;3.759;38.76;50.0;-50.0;70.0;10.0
837;-118.298;-111.787;51.838;-12.952;-12.494;5.999;5.999;5.01;3.759;38.867;50.0;-50.0;70.0;10.0
838;-118.607;-112.14;51.835;-12.744;-12.533;6.048;6.048;5.078;3.759;38.976;50.0;-50.0;70.0;10.0
839;-118.914;-112.493;51.827;-12.328;-12.572;6.094;6.094;5.143;3.759;39.086;50.0;-50.0;70.0;10.0
840;-119.221;-112.846;51.815;-12.328;-12.612;6.138;6.138;5.204;3.759;39.197;50.0;-50.0;70.0;10.0
841;-119.526;-113.199;51.797;-9.207;-12.651;6.181;6.181;5.26;3.759;39.309;50.0;-50.0;70.0;10.0
842;-119.83;-113.552;51.774;-9.415;-12.69;6.22;6.22;5.313;3.759;39.423;50.0;-50.0;70.0;10.0
843;-120.132;-113.905;51.746;-8.583;-12.73;6.258;6.258;5.361;3.759;39.539;50.0;-50.0;70.0;10.0
844;-120.433;-114.258;51.714;-8.791;-12.769;6.292;6.292;5.405;3.759;39.656;50.0;-50.0;70.0;10.0
845;-120.733;-114.611;51.677;-11.911;-12.808;6.324;6.324;5.445;3.759;39.775;50.0;-50.0;70.0;10.0
846;-121.032;-114.964;51.634;-12.432;-12.847;6.354;6.354;5.48;3.759;39.896;50.0;-50.0;70.0;10.0
847;-121.329;-115.317;51.588;-11.703;-12.887;6.381;6.381;5.512;3.759;40.019;50.0;-50.0;70.0;10.0
848;-121.624;-115.67;51.536;-11.287;-12.926;6.405;6.405;5.539;3.759;40.144;50.0;-50.0;70.0;10.0
849;-121.918;-116.023;51.48;-11.703;-12.965;6.425;6.425;5.562;3.759;40.27;50.0;-50.0;70.0;10.0
850;-122.21;-116.376;51.419;-11.703;-13.005;6.442;6.442;5.58;3.759;40.399;50.0;-50.0;70.0;10.0
851;-122.501;-116.729;51.354;-16.072;-13.044;6.456;6.456;5.594;3.759;40.53;50.0;-50.0;70.0;10.0
852;-122.791;-117.082;51.284;-20.025;-13.083;6.466;6.466;5.603;3.759;40.664;50.0;-50.0;70.0;10.0
853;-123.079;-117.435;51.209;-22.521;-13.122;6.471;6.471;5.606;3.759;40.8;50.0;-50.0;70.0;10.0
854;-123.364;-117.788;51.131;-17.32;-13.162;6.471;6.471;5.603;3.759;40.938;50.0;-50.0;70.0;10.0
855;-123.648;-118.141;51.047;-9.415;-13.201;6.464;6.464;5.594;3.759;41.079;50.0;-50.0;70.0;10.0
856;-123.93;-118.494;50.96;-6.294;-13.24;6.452;6.452;5.577;3.759;41.222;50.0;-50.0;70.0;10.0
857;-124.209;-118.847;50.868;-5.67;-13.279;6.433;6.433;5.553;3.759;41.368;50.0;-50.0;70.0;10.0
858;-124.486;-119.199;50.772;-6.086;-13.319;6.407;6.407;5.521;3.759;41.517;50.0;-50.0;70.0;10.0
859;-124.761;-119.552;50.671;-9.415;-13.358;6.374;6.374;5.482;3.759;41.669;50.0;-50.0;70.0;10.0
860;-125.034;-119.905;50.567;-11.495;-13.397;6.333;6.333;5.435;3.759;41.823;50.0;-50.0;70.0;10.0
861;-125.304;-120.258;50.458;-11.911;-13.437;6.286;6.286;5.381;3.759;41.981;50.0;-50.0;70.0;10.0
862;-125.572;-120.611;50.345;-10.871;-13.476;6.231;6.231;5.321;3.759;42.142;50.0;-50.0;70.0;10.0
863;-125.837;-120.964;50.229;-10.455;-13.515;6.17;6.17;5.254;3.759;42.306;50.0;-50.0;70.0;10.0
864;-126.099;-121.317;50.108;-10.871;-13.554;6.102;6.102;5.181;3.759;42.473;50.0;-50.0;70.0;10.0
865;-126.356;-121.655;49.983;-11.079;-13.592;6.027;6.027;5.103;3.751;42.644;50.0;-50.0;70.0;10.0
866;-126.61;-121.896;49.854;-10.663;-13.618;5.945;5.945;5.019;3.696;42.818;50.0;-50.0;70.0;10.0
867;-126.859;-122.136;49.722;-10.247;-13.643;5.857;5.857;4.93;3.641;42.995;50.0;-50.0;70.0;10.0
868;-127.102;-122.376;49.586;-8.999;-13.669;5.763;5.763;4.837;3.586;43.176;50.0;-50.0;70.0;10.0
869;-127.341;-122.616;49.446;-8.999;-13.695;5.663;5.663;4.74;3.531;43.359;50.0;-50.0;70.0;10.0
870;-127.574;-122.857;49.303;-9.415;-13.72;5.557;5.557;4.638;3.475;43.546;50.0;-50.0;70.0;10.0
871;-127.801;-123.097;49.156;-9.623;-13.746;5.446;5.446;4.533;3.42;43.735;50.0;-50.0;70.0;10.0
872;-128.023;-123.337;49.007;-9.207;-13.772;5.329;5.329;4.424;3.365;43.927;50.0;-50.0;70.0;10.0
873;-128.239;-123.578;48.854;-9.623;-13.798;5.209;5.209;4.312;3.31;44.121;50.0;-50.0;70.0;10.0
874;-128.45;-123.818;48.698;-8.791;-13.823;5.085;5.085;4.198;3.255;44.318;50.0;-50.0;70.0;10.0
875;-128.656;-124.058;48.54;-8.791;-13.849;4.956;4.956;4.082;3.2;44.517;50.0;-50.0;70.0;10.0
876;-128.855;-124.299;48.379;-7.543;-13.875;4.825;4.825;3.964;3.145;44.718;50.0;-50.0;70.0;10.0
877;-129.048;-124.539;48.215;-7.127;-13.901;4.69;4.69;3.846;3.089;44.921;50.0;-50.0;70.0;10.0
878;-129.235;-124.779;48.049;-7.543;-13.926;4.552;4.552;3.728;3.034;45.126;50.0;-50.0;70.0;10.0
879;-129.416;-125.02;47.88;-8.583;-13.952;4.412;4.412;3.609;2.979;45.333;50.0;-50.0;70.0;10.0
880;-129.59;-125.26;47.71;-10.455;-13.978;4.268;4.268;3.491;2.924;45.542;50.0;-50.0;70.0;10.0
881;-129.759;-125.5;47.537;-10.663;-14.003;4.121;4.121;3.372;2.869;45.752;50.0;-50.0;70.0;10.0
882;-129.921;-125.741;47.362;-10.871;-14.029;3.971;3.971;3.253;2.814;45.963;50.0;-50.0;70.0;10.0
883;-130.077;-125.981;47.186;-11.287;-14.055;3.817;3.817;3.134;2.759;46.176;50.0;-50.0;70.0;10.0
884;-130.228;-126.221;47.007;-12.328;-14.081;3.659;3.659;3.013;2.703;46.39;50.0;-50.0;70.0;10.0
885;-130.373;-126.462;46.828;-12.328;-14.106;3.498;3.498;2.891;2.648;46.605;50.0;-50.0;70.0;10.0
886;-130.512;-126.702;46.646;-12.536;-14.132;3.334;3.334;2.769;2.593;46.821;50.0;-50.0;70.0;10.0
887;-130.647;-126.942;46.464;-11.703;-14.158;3.166;3.166;2.645;2.538;47.037;50.0;-50.0;70.0;10.0
888;-130.776;-127.182;46.28;-8.583;-14.184;2.994;2.994;2.52;2.483;47.255;50.0;-50.0;70.0;10.0
889;-130.9;-127.423;46.095;-8.167;-14.209;2.819;2.819;2.392;2.428;47.472;50.0;-50.0;70.0;10.0
890;-131.019;-127.663;45.909;-8.167;-14.235;2.64;2.64;2.264;2.373;47.69;50.0;-50.0;70.0;10.0
891;-131.134;-127.903;45.722;-11.079;-14.261;2.458;2.458;2.133;2.317;47.909;50.0;-50.0;70.0;10.0
892;-131.244;-128.144;45.534;-12.536;-14.286;2.274;2.274;2.001;2.262;48.127;50.0;-50.0;70.0;10.0
893;-131.349;-128.384;45.346;-14.408;-14.312;2.087;2.087;1.867;2.207;48.346;50.0;-50.0;70.0;10.0
894;-131.449;-128.624;45.157;-13.576;-14.338;1.898;1.898;1.733;2.152;48.564;50.0;-50.0;70.0;10.0
895;-131.545;-128.865;44.968;-11.287;-14.364;1.709;1.709;1.597;2.097;48.783;50.0;-50.0;70.0;10.0
896;-131.635;-129.105;44.778;-10.871;-14.389;1.518;1.518;1.461;2.042;49.0;50.0;-50.0;70.0;10.0
897;-131.72;-129.345;44.589;-11.495;-14.415;1.327;1.327;1.324;1.987;49.218;50.0;-50.0;70.0;10.0
898;-131.8;-129.586;44.399;-11.911;-14.441;1.137;1.137;1.186;1.932;49.434;50.0;-50.0;70.0;10.0
899;-131.875;-129.826;44.21;-9.623;-14.466;0.947;0.947;1.048;1.876;49.65;50.0;-50.0;70.0;10.0
900;-131.944;-130.066;44.021;-11.287;-14.492;0.758;0.758;0.91;1.821;49.866;50.0;-50.0;70.0;10.0
901;-132.008;-130.307;43.832;-12.744;-14.518;0.572;0.572;0.771;1.766;50.08;50.0;-50.0;70.0;10.0
902;-132.067;-130.547;43.644;-19.817;-14.544;0.388;0.388;0.633;1.711;50.293;50.0;-50.0;70.0;10.0
903;-132.121;-130.787;43.456;-22.313;-14.569;0.208;0.208;0.494;1.656;50.505;50.0;-50.0;70.0;10.0
904;-132.17;-131.027;43.269;-22.729;-14.595;0.03;0.03;0.356;1.601;50.715;50.0;-50.0;70.0;10.0
905;-132.214;-131.268;43.082;-15.032;-14.621;-0.144;-0.144;0.219;1.546;50.924;50.0;-50.0;70.0;10.0
906;-132.254;-131.508;42.897;-8.167;-14.647;-0.315;-0.315;0.082;1.49;51.131;50.0;-50.0;70.0;10.0
907;-132.29;-131.748;42.713;-5.878;-14.672;-0.481;-0.481;-0.055;1.435;51.337;50.0;-50.0;70.0;10.0
908;-132.322;-131.989;42.53;-6.502;-14.698;-0.642;-0.642;-0.19;1.38;51.541;50.0;-50.0;70.0;10.0
909;-132.351;-132.229;42.349;-10.247;-14.724;-0.798;-0.798;-0.324;1.325;51.742;50.0;-50.0;70.0;10.0
910;-132.377;-132.469;42.168;-11.495;-14.749;-0.949;-0.949;-0.455;1.27;51.942;50.0;-50.0;70.0;10.0
911;-132.398;-132.71;41.99;-13.16;-14.775;-1.093;-1.093;-0.585;1.215;52.139;50.0;-50.0;70.0;10.0
912;-132.417;-132.95;41.813;-12.328;-14.801;-1.232;-1.232;-0.712;1.16;52.334;50.0;-50.0;70.0;10.0
913;-132.432;-133.19;41.638;-10.871;-14.827;-1.364;-1.364;-0.835;1.104;52.527;50.0;-50.0;70.0;10.0
914;-132.444;-133.431;41.465;-11.703;-14.852;-1.49;-1.49;-0.956;1.049;52.717;50.0;-50.0;70.0;10.0
915;-132.453;-133.671;41.293;-12.536;-14.878;-1.609;-1.609;-1.073;0.994;52.904;50.0;-50.0;70.0;10.0
916;-132.458;-133.911;41.125;-14.2;-14.904;-1.721;-1.721;-1.186;0.939;53.088;50.0;-50.0;70.0;10.0
917;-132.461;-134.152;40.958;-12.952;-14.93;-1.826;-1.826;-1.296;0.884;53.269;50.0;-50.0;70.0;10.0
918;-132.46;-134.392;40.794;-11.911;-14.955;-1.924;-1.924;-1.403;0.829;53.447;50.0;-50.0;70.0;10.0
919;-132.458;-134.613;40.632;-13.368;-14.979;-2.015;-2.015;-1.506;0.778;53.622;50.0;-50.0;70.0;10.0
920;-132.453;-134.613;40.473;-13.992;-14.979;-2.099;-2.099;-1.607;0.778;53.794;50.0;-50.0;70.0;10.0
921;-132.447;-134.613;40.317;-14.408;-14.979;-2.176;-2.176;-1.704;0.778;53.962;50.0;-50.0;70.0;10.0
922;-132.441;-134.613;40.163;-13.992;-14.979;-2.247;-2.247;-1.799;0.778;54.127;50.0;-50.0;70.0;10.0
923;-132.434;-134.613;40.012;-11.911;-14.979;-2.311;-2.311;-1.891;0.778;54.288;50.0;-50.0;70.0;10.0
924;-132.425;-134.613;39.864;-11.287;-14.979;-2.368;-2.368;-1.981;0.778;54.447;50.0;-50.0;70.0;10.0
925;-132.416;-134.613;39.718;-13.576;-14.979;-2.42;-2.42;-2.067;0.778;54.602;50.0;-50.0;70.0;10.0
926;-132.406;-134.613;39.575;-10.247;-14.979;-2.465;-2.465;-2.151;0.778;54.754;50.0;-50.0;70.0;10.0
927;-132.394;-134.613;39.434;-10.871;-14.979;-2.506;-2.506;-2.233;0.778;54.903;50.0;-50.0;70.0;10.0
928;-132.381;-134.613;39.296;-11.079;-14.979;-2.542;-2.542;-2.312;0.778;55.049;50.0;-50.0;70.0;10.0
929;-132.367;-134.613;39.16;-11.495;-14.979;-2.574;-2.574;-2.391;0.778;55.192;50.0;-50.0;70.0;10.0
930;-132.351;-134.613;39.027;-12.12;-14.979;-2.602;-2.602;-2.469;0.778;55.332;50.0;-50.0;70.0;10.0
931;-132.335;-134.613;38.897;-12.12;-14.979;-2.625;-2.625;-2.548;0.778;55.469;50.0;-50.0;70.0;10.0
932;-132.317;-134.613;38.769;-12.328;-14.979;-2.645;-2.645;-2.626;0.778;55.603;50.0;-50.0;70.0;10.0
933;-132.299;-134.613;38.644;-12.744;-14.979;-2.661;-2.661;-2.705;0.778;55.734;50.0;-50.0;70.0;10.0
934;-132.279;-134.613;38.521;-13.576;-14.979;-2.674;-2.674;-2.784;0.778;55.862;50.0;-50.0;70.0;10.0
935;-132.258;-134.613;38.401;-12.952;-14.979;-2.683;-2.683;-2.865;0.778;55.988;50.0;-50.0;70.0;10.0
936;-132.237;-134.613;38.283;-12.744;-14.979;-2.689;-2.689;-2.945;0.778;56.11;50.0;-50.0;70.0;10.0
937;-132.215;-134.613;38.168;-12.952;-14.979;-2.691;-2.691;-3.027;0.778;56.23;50.0;-50.0;70.0;10.0
938;-132.193;-134.613;38.055;-14.2;-14.979;-2.691;-2.691;-3.108;0.778;56.348;50.0;-50.0;70.0;10.0
939;-132.169;-134.613;37.945;-15.032;-14.979;-2.687;-2.687;-3.189;0.778;56.462;50.0;-50.0;70.0;10.0
940;-132.146;-134.613;37.837;-13.368;-14.979;-2.681;-2.681;-3.271;0.778;56.574;50.0;-50.0;70.0;10.0
